transaction_id,account_number,customer_id,amount,currency,payment_method,payment_type,transaction_date,country,city,merchant_name,status
TXN202504170427,ACC17422439,CUST54384782052306404680317069327097180411061641,787.43,JOD,PayPal,Subscription,2025-05-20T14:46:10Z,UAE,Dubai,QuickBuy,Completed
TXN202504170428,ACC35523018,CUST22090968977643893644123577707218769651585823,4333.08,SAR,Bank Transfer,In-store Purchase,2025-05-20T14:46:20Z,Egypt,Cairo,eMarket,Completed
TXN202504170429,ACC36046701,CUST93695841613114162786439552423325989217170028,3955.8,EGP,Credit Card,Subscription,2025-05-20T14:46:30Z,USA,New York,GlobalShop,Failed
TXN202504170430,ACC48146992,CUST75798204748588316360021796547378389857521787,3505.3,EGP,Debit Card,Mobile Payment,2025-05-20T14:46:40Z,Jordan,Amman,DigitalStore,Failed
TXN202504170431,ACC16410404,CUST95351090801507761726897652903192220800442664,3935.77,USD,Debit Card,Mobile Payment,2025-05-20T14:46:50Z,Germany,Berlin,TechZone Electronics,Failed
TXN202504170432,ACC92130360,CUST18559552520070116613047910235497602521477763,398.11,SAR,PayPal,Subscription,2025-05-20T14:47:00Z,USA,New York,QuickBuy,Cancelled
TXN202504170433,ACC99382301,CUST72182478416837132539459221106160432127846787,3264.78,USD,PayPal,Online Purchase,2025-05-20T14:47:10Z,Jordan,Amman,QuickBuy,Failed
TXN202504170434,ACC17976337,CUST11469024285371575786954210268739684692959808,958.02,EGP,PayPal,Online Purchase,2025-05-20T14:47:20Z,Germany,Berlin,DigitalStore,Pending
TXN202504170435,ACC81067411,CUST39411450475950574838017051542473342677878418,2137.29,EGP,Credit Card,In-store Purchase,2025-05-20T14:47:30Z,UAE,Dubai,DigitalStore,Cancelled
TXN202504170436,ACC75010180,CUST81741845282552395973515180644885567932467357,3737.51,EGP,Credit Card,Mobile Payment,2025-05-20T14:47:40Z,Jordan,Amman,QuickBuy,Pending
TXN202504170437,ACC94979977,CUST73769738575095424898697072921600831131720087,1339.3,SAR,Debit Card,Mobile Payment,2025-05-20T14:47:50Z,Germany,Berlin,MegaMart,Completed
TXN202504170438,ACC20148324,CUST33607839465633593607740885782197854560103097,4013.52,SAR,Credit Card,Mobile Payment,2025-05-20T14:48:00Z,Jordan,Amman,MegaMart,Cancelled
TXN202504170439,ACC87044443,CUST06057802623312623045663094948744903171975599,4732.22,USD,Bank Transfer,Subscription,2025-05-20T14:48:10Z,Jordan,Amman,DigitalStore,Failed
TXN202504170440,ACC39339893,CUST56084163401836912823109430436853296600613015,3594.14,SAR,Credit Card,Online Purchase,2025-05-20T14:48:20Z,USA,New York,QuickBuy,Failed
TXN202504170441,ACC99002793,CUST62360820780225056926350548156866489197340653,4330.28,USD,Bank Transfer,In-store Purchase,2025-05-20T14:48:30Z,Jordan,Amman,GlobalShop,Failed
TXN202504170442,ACC73203666,CUST07436937016169074688541207214355475277550169,139.69,EGP,PayPal,Subscription,2025-05-20T14:48:40Z,Germany,Berlin,QuickBuy,Completed
TXN202504170443,ACC73570714,CUST46172715660310637378273524261600680985640025,282.82,USD,Credit Card,Mobile Payment,2025-05-20T14:48:50Z,UAE,Dubai,GlobalShop,Failed
TXN202504170444,ACC40820268,CUST44579051378329565418927308369364403509191381,215.9,USD,PayPal,In-store Purchase,2025-05-20T14:49:00Z,Jordan,Amman,GlobalShop,Failed
TXN202504170445,ACC10238187,CUST79001943106963052538991388768106626302559257,1093.39,USD,Debit Card,Subscription,2025-05-20T14:49:10Z,Germany,Berlin,TechZone Electronics,Cancelled
TXN202504170446,ACC39355880,CUST02966114744763634192867561722761973684031549,997.85,SAR,Bank Transfer,In-store Purchase,2025-05-20T14:49:20Z,Egypt,Cairo,MegaMart,Cancelled
TXN202504170447,ACC34055689,CUST66013029145375347100210312298224056859385183,2134.21,EUR,Bank Transfer,In-store Purchase,2025-05-20T14:49:30Z,UAE,Dubai,QuickBuy,Failed
TXN202504170448,ACC83806390,CUST16370780368260779594049311545870480012621171,2106.35,USD,Debit Card,Mobile Payment,2025-05-20T14:49:40Z,UAE,Dubai,DigitalStore,Cancelled
TXN202504170449,ACC87814020,CUST22310621995172398076502760801630130357133853,1343.94,EUR,Credit Card,Subscription,2025-05-20T14:49:50Z,UAE,Dubai,GlobalShop,Cancelled
TXN202504170450,ACC29892852,CUST84982516160039018042982208005314173980506731,2863.29,SAR,Debit Card,Online Purchase,2025-05-20T14:50:00Z,Germany,Berlin,QuickBuy,Failed
TXN202504170451,ACC69112208,CUST64460060072028702471099606950738706046908811,513.96,SAR,Bank Transfer,Online Purchase,2025-05-20T14:50:10Z,India,Mumbai,eMarket,Completed
TXN202504170452,ACC27063079,CUST48019534054406276922186652259845529393230983,3711.77,SAR,Bank Transfer,Online Purchase,2025-05-20T14:50:20Z,Jordan,Amman,MegaMart,Cancelled
TXN202504170453,ACC76125360,CUST58404603220768267872406517701304797914007154,4938.18,EUR,Bank Transfer,Online Purchase,2025-05-20T14:50:30Z,Egypt,Cairo,QuickBuy,Failed
TXN202504170454,ACC48952103,CUST42936353099862465678622379517956556282345251,1933.22,USD,PayPal,Subscription,2025-05-20T14:50:40Z,Germany,Berlin,QuickBuy,Cancelled
TXN202504170455,ACC72533449,CUST14676951503979257221708665816142594560484459,2724.69,SAR,Credit Card,Mobile Payment,2025-05-20T14:50:50Z,Germany,Berlin,MegaMart,Pending
TXN202504170456,ACC49399528,CUST76625558943484647842634124094518742940485521,2455.61,EUR,PayPal,In-store Purchase,2025-05-20T14:51:00Z,USA,New York,TechZone Electronics,Completed
TXN202504170457,ACC40478368,CUST12730204412401852446841319768557775660137443,34.9,USD,Debit Card,Mobile Payment,2025-05-20T14:51:10Z,India,Mumbai,DigitalStore,Cancelled
TXN202504170458,ACC33962960,CUST06381698342165010171590147908641542473088835,1672.8,USD,Credit Card,Mobile Payment,2025-05-20T14:51:20Z,Germany,Berlin,QuickBuy,Completed
TXN202504170459,ACC43142163,CUST01920564128855380280007828476396878076726923,392.29,SAR,Debit Card,Online Purchase,2025-05-20T14:51:30Z,Germany,Berlin,eMarket,Cancelled
TXN202504170460,ACC13903603,CUST70147558812978461902766433464271238880741144,2396.14,USD,Credit Card,In-store Purchase,2025-05-20T14:51:40Z,Jordan,Amman,QuickBuy,Cancelled
TXN202504170461,ACC80576976,CUST74002077550560928590254468401859678762044931,2795.84,EGP,Bank Transfer,Online Purchase,2025-05-20T14:51:50Z,Germany,Berlin,GlobalShop,Completed
TXN202504170462,ACC89194583,CUST55519615506364063284480905256059351980263696,4115.85,USD,Credit Card,Subscription,2025-05-20T14:52:00Z,India,Mumbai,QuickBuy,Pending
TXN202504170463,ACC54616250,CUST86106081886251406322460772154804053824069015,4544.67,USD,Bank Transfer,Online Purchase,2025-05-20T14:52:10Z,Jordan,Amman,DigitalStore,Completed
TXN202504170464,ACC32834690,CUST59657879020942676536476254336053408706757776,2248.15,SAR,Bank Transfer,Mobile Payment,2025-05-20T14:52:20Z,UAE,Dubai,QuickBuy,Failed
TXN202504170465,ACC87848616,CUST94520658389781526042724934187676995245741264,2768.54,SAR,Bank Transfer,Subscription,2025-05-20T14:52:30Z,India,Mumbai,GlobalShop,Failed
TXN202504170466,ACC27851478,CUST06819861296629869637929262898173262294694955,2059.19,EUR,PayPal,Mobile Payment,2025-05-20T14:52:40Z,India,Mumbai,TechZone Electronics,Pending
TXN202504170467,ACC44364917,CUST16549033520888978194825675379128192439483819,3033.86,EUR,Bank Transfer,Online Purchase,2025-05-20T14:52:50Z,USA,New York,DigitalStore,Pending
TXN202504170468,ACC34554931,CUST10694175629570753119135702124183307999632065,4885.55,EGP,Bank Transfer,Online Purchase,2025-05-20T14:53:00Z,Egypt,Cairo,eMarket,Failed
TXN202504170469,ACC33354495,CUST00770229354484786041881462798788373545975870,1107.09,EGP,PayPal,Online Purchase,2025-05-20T14:53:10Z,Jordan,Amman,DigitalStore,Failed
TXN202504170470,ACC66239317,CUST79598594703604595659803929985320271959844860,3776.51,EGP,PayPal,Mobile Payment,2025-05-20T14:53:20Z,Egypt,Cairo,DigitalStore,Failed
TXN202504170471,ACC31950332,CUST77681918707299618110013756616546252730822923,4860.67,JOD,Bank Transfer,Subscription,2025-05-20T14:53:30Z,India,Mumbai,TechZone Electronics,Failed
TXN202504170472,ACC99104028,CUST11864630385340781399040032348167853987054790,3614.47,JOD,Credit Card,Mobile Payment,2025-05-20T14:53:40Z,UAE,Dubai,TechZone Electronics,Failed
TXN202504170473,ACC63136378,CUST26465243590695226728406998657832931634634076,1577.68,SAR,Debit Card,Mobile Payment,2025-05-20T14:53:50Z,India,Mumbai,GlobalShop,Completed
TXN202504170474,ACC68690294,CUST95400369921447738223017220975120202468896767,861.63,USD,Debit Card,Online Purchase,2025-05-20T14:54:00Z,UAE,Dubai,QuickBuy,Completed
TXN202504170475,ACC38174129,CUST05227583214268403823875858908752581652703233,236.11,EGP,Bank Transfer,Subscription,2025-05-20T14:54:10Z,Egypt,Cairo,GlobalShop,Pending
TXN202504170476,ACC56416089,CUST09499207954063071273706109008249561416428619,4488.51,EUR,Debit Card,In-store Purchase,2025-05-20T14:54:20Z,Germany,Berlin,MegaMart,Failed
TXN202504170477,ACC58647167,CUST13569190002409064215953863624225393435257134,1420.49,JOD,PayPal,Mobile Payment,2025-05-20T14:54:30Z,Jordan,Amman,eMarket,Failed
TXN202504170478,ACC64573197,CUST16911845972900044396458231054076375632012611,2154.31,JOD,Bank Transfer,Online Purchase,2025-05-20T14:54:40Z,Jordan,Amman,MegaMart,Pending
TXN202504170479,ACC30515206,CUST64235907979756604060534163078767426453974992,1887.97,SAR,Bank Transfer,In-store Purchase,2025-05-20T14:54:50Z,Jordan,Amman,QuickBuy,Failed
TXN202504170480,ACC89500399,CUST79955398782103797308142929782900841155460916,2462.46,EGP,PayPal,Subscription,2025-05-20T14:55:00Z,USA,New York,QuickBuy,Failed
TXN202504170481,ACC82903843,CUST94015131700206925996976261647780629211705076,2016.8,SAR,Bank Transfer,Subscription,2025-05-20T14:55:10Z,UAE,Dubai,QuickBuy,Pending
TXN202504170482,ACC47001922,CUST89223019081043151666864409019566728375169073,320.62,JOD,Debit Card,Mobile Payment,2025-05-20T14:55:20Z,USA,New York,DigitalStore,Failed
TXN202504170483,ACC24468799,CUST69430543365003586634243554644526210054346167,4640.37,JOD,Credit Card,Online Purchase,2025-05-20T14:55:30Z,Egypt,Cairo,GlobalShop,Cancelled
TXN202504170484,ACC47039298,CUST44596639130347497327754602517856663268924633,2198.66,JOD,PayPal,Mobile Payment,2025-05-20T14:55:40Z,Jordan,Amman,DigitalStore,Completed
TXN202504170485,ACC20796224,CUST53711547165082075772011146459444946342364525,2919.46,EGP,Bank Transfer,Online Purchase,2025-05-20T14:55:50Z,Jordan,Amman,DigitalStore,Pending
TXN202504170486,ACC10031724,CUST81131408612067431240071502521033075364341439,2556.28,USD,Bank Transfer,In-store Purchase,2025-05-20T14:56:00Z,UAE,Dubai,GlobalShop,Cancelled
TXN202504170487,ACC22200116,CUST73816156104464542782968106973777133870046986,3815.16,USD,PayPal,Mobile Payment,2025-05-20T14:56:10Z,USA,New York,DigitalStore,Completed
TXN202504170488,ACC91300940,CUST87378659568541503839116131818208035270260964,2084.34,SAR,Credit Card,Online Purchase,2025-05-20T14:56:20Z,Jordan,Amman,GlobalShop,Failed
TXN202504170489,ACC61870839,CUST89173179868248971766791092939760166846283164,3502.12,EGP,Bank Transfer,In-store Purchase,2025-05-20T14:56:30Z,USA,New York,QuickBuy,Pending
TXN202504170490,ACC29734221,CUST06537261190235093923945954960829239838021894,4733.23,SAR,Debit Card,In-store Purchase,2025-05-20T14:56:40Z,UAE,Dubai,QuickBuy,Failed
TXN202504170491,ACC98175979,CUST76573955242745071423794761052213710073789748,540.12,JOD,Bank Transfer,In-store Purchase,2025-05-20T14:56:50Z,India,Mumbai,QuickBuy,Pending
TXN202504170492,ACC27884439,CUST85818348862901400193843909547353487356273058,4714.91,USD,Debit Card,Subscription,2025-05-20T14:57:00Z,USA,New York,TechZone Electronics,Pending
TXN202504170493,ACC82519782,CUST19742460967455670504414170148306734999727285,4878.81,EUR,Debit Card,Online Purchase,2025-05-20T14:57:10Z,Jordan,Amman,eMarket,Failed
TXN202504170494,ACC53361704,CUST86486154553073445854075584609066102504951857,3029.3,JOD,Debit Card,Online Purchase,2025-05-20T14:57:20Z,Jordan,Amman,TechZone Electronics,Failed
TXN202504170495,ACC87597194,CUST56250969807210875643153217982984989411092624,230.89,SAR,PayPal,Online Purchase,2025-05-20T14:57:30Z,UAE,Dubai,MegaMart,Pending
TXN202504170496,ACC29592356,CUST49042715165113708936108539228228364190858191,4990.11,SAR,Debit Card,Mobile Payment,2025-05-20T14:57:40Z,India,Mumbai,MegaMart,Pending
TXN202504170497,ACC81464269,CUST38657464843879839322461105510535266094756738,3648.84,USD,Bank Transfer,Mobile Payment,2025-05-20T14:57:50Z,Egypt,Cairo,QuickBuy,Failed
TXN202504170498,ACC90634580,CUST87714307729652889008548918503736718085472116,3681.65,SAR,Debit Card,Subscription,2025-05-20T14:58:00Z,UAE,Dubai,TechZone Electronics,Failed
TXN202504170499,ACC87915836,CUST38374435134515735363868025191259899973614915,2375.45,EGP,Debit Card,Mobile Payment,2025-05-20T14:58:10Z,India,Mumbai,TechZone Electronics,Failed
TXN202504170500,ACC22030313,CUST26848556819019709799229336044642365073189147,907.21,SAR,Credit Card,Subscription,2025-05-20T14:58:20Z,USA,New York,MegaMart,Pending
TXN202504170501,ACC54299564,CUST73511810421120308622500104730872203826427510,4213.78,EUR,Bank Transfer,Online Purchase,2025-05-20T14:58:30Z,UAE,Dubai,eMarket,Pending
TXN202504170502,ACC25971405,CUST85310264980806425509607754842558260360946066,1375.22,EGP,Credit Card,In-store Purchase,2025-05-20T14:58:40Z,UAE,Dubai,DigitalStore,Completed
TXN202504170503,ACC52465923,CUST02371704105407829867154720830348382643212024,2963.5,JOD,Credit Card,Subscription,2025-05-20T14:58:50Z,Jordan,Amman,DigitalStore,Failed
TXN202504170504,ACC93805964,CUST16098728522896179364938536182989573641179557,4362.33,EUR,Debit Card,Mobile Payment,2025-05-20T14:59:00Z,Germany,Berlin,GlobalShop,Completed
TXN202504170505,ACC31415024,CUST59170675620218527307381237252250590924282932,315.41,SAR,PayPal,Mobile Payment,2025-05-20T14:59:10Z,Germany,Berlin,DigitalStore,Pending
TXN202504170506,ACC69177328,CUST46285188270052150941694132972354206150537934,1010.69,EUR,Credit Card,Mobile Payment,2025-05-20T14:59:20Z,India,Mumbai,QuickBuy,Cancelled
TXN202504170507,ACC98245030,CUST65802627865452150654276830132194902281254840,808.51,EUR,Bank Transfer,Mobile Payment,2025-05-20T14:59:30Z,India,Mumbai,DigitalStore,Failed
TXN202504170508,ACC47272515,CUST19869477882678885229822598814410464165817880,4119.95,SAR,Bank Transfer,Subscription,2025-05-20T14:59:40Z,Jordan,Amman,DigitalStore,Cancelled
TXN202504170509,ACC64973761,CUST70351013925816399087138847800282910946482385,2101.8,JOD,Debit Card,In-store Purchase,2025-05-20T14:59:50Z,UAE,Dubai,TechZone Electronics,Completed
TXN202504170510,ACC75763364,CUST28393730038221638264494386486757717556401699,1539.67,SAR,Debit Card,Online Purchase,2025-05-20T15:00:00Z,Germany,Berlin,DigitalStore,Completed
TXN202504170511,ACC10267785,CUST15408737949010768143527483913642723109867968,3616.77,JOD,Debit Card,Subscription,2025-05-20T15:00:10Z,UAE,Dubai,GlobalShop,Cancelled
TXN202504170512,ACC31251530,CUST03098024270081470247016524856752314534030412,2715.37,SAR,Bank Transfer,Online Purchase,2025-05-20T15:00:20Z,Jordan,Amman,DigitalStore,Cancelled
TXN202504170513,ACC78229116,CUST81115851349526021996182677175895280182441127,3803.84,USD,Debit Card,Mobile Payment,2025-05-20T15:00:30Z,UAE,Dubai,GlobalShop,Completed
TXN202504170514,ACC58269396,CUST47219579060190351404710252851729880409709723,2925.16,EGP,Credit Card,Subscription,2025-05-20T15:00:40Z,Jordan,Amman,QuickBuy,Completed
TXN202504170515,ACC73273143,CUST57625373992188484296485964415992578114132026,4633.74,JOD,PayPal,Subscription,2025-05-20T15:00:50Z,India,Mumbai,eMarket,Completed
TXN202504170516,ACC54717577,CUST32090904010373166356869960005896364854030623,478.14,USD,Debit Card,Subscription,2025-05-20T15:01:00Z,Germany,Berlin,eMarket,Pending
TXN202504170517,ACC99650438,CUST25531460355830497112740988992537034812867529,2511.17,JOD,Debit Card,Mobile Payment,2025-05-20T15:01:10Z,Germany,Berlin,GlobalShop,Pending
TXN202504170518,ACC38273853,CUST61422641369236481349669037090660773523535442,4827.91,JOD,PayPal,Online Purchase,2025-05-20T15:01:20Z,Egypt,Cairo,DigitalStore,Pending
TXN202504170519,ACC55870796,CUST23760369538525199815079098895592594931678834,3440.1,USD,Credit Card,In-store Purchase,2025-05-20T15:01:30Z,USA,New York,TechZone Electronics,Pending
TXN202504170520,ACC16697718,CUST17094133125912892147221918869145060101766874,2646.92,EUR,Debit Card,Subscription,2025-05-20T15:01:40Z,Germany,Berlin,eMarket,Pending
TXN202504170521,ACC31731667,CUST34699161225314359467155510273851196525561773,3081.08,EGP,Credit Card,Mobile Payment,2025-05-20T15:01:50Z,India,Mumbai,eMarket,Failed
TXN202504170522,ACC99225395,CUST38778534853580246089679523082222156072547766,3911.92,SAR,Bank Transfer,In-store Purchase,2025-05-20T15:02:00Z,USA,New York,TechZone Electronics,Cancelled
TXN202504170523,ACC61796512,CUST73959767467352679790114210448747124048678966,3351.8,EGP,PayPal,Subscription,2025-05-20T15:02:10Z,Jordan,Amman,DigitalStore,Pending
TXN202504170524,ACC16111532,CUST92093965616060884773903335350557820232493177,1100.62,EUR,Bank Transfer,Subscription,2025-05-20T15:02:20Z,UAE,Dubai,GlobalShop,Completed
TXN202504170525,ACC20479347,CUST76386819787385266298937564634360524729409135,4961.79,EUR,Credit Card,Mobile Payment,2025-05-20T15:02:30Z,India,Mumbai,GlobalShop,Cancelled
TXN202504170526,ACC58382519,CUST40095165341487619688041293611138025857262804,3403.02,SAR,PayPal,Subscription,2025-05-20T15:02:40Z,Jordan,Amman,eMarket,Pending
TXN202504170527,ACC42024531,CUST01174113501415908800768949307195719934306608,1860.38,JOD,Credit Card,Online Purchase,2025-05-20T15:02:50Z,USA,New York,MegaMart,Cancelled
TXN202504170528,ACC93262488,CUST32444507874491302769376510161404206215586551,725.53,SAR,Debit Card,In-store Purchase,2025-05-20T15:03:00Z,India,Mumbai,QuickBuy,Failed
TXN202504170529,ACC27280380,CUST96127102163159353458143315181921595292707419,4634.65,EGP,PayPal,Subscription,2025-05-20T15:03:10Z,Jordan,Amman,GlobalShop,Failed
TXN202504170530,ACC17401593,CUST18851992707497796056384661789458876839491632,3960.22,EGP,PayPal,Subscription,2025-05-20T15:03:20Z,Jordan,Amman,DigitalStore,Cancelled
TXN202504170531,ACC36325213,CUST13413527451709925684650913461444883526532907,1923.36,EGP,Bank Transfer,Mobile Payment,2025-05-20T15:03:30Z,USA,New York,QuickBuy,Failed
TXN202504170532,ACC82917202,CUST63571469824097901402351171900779602035353444,3202.72,EUR,Credit Card,Subscription,2025-05-20T15:03:40Z,India,Mumbai,TechZone Electronics,Pending
TXN202504170533,ACC70106884,CUST99627103055007503584487218051098633239995927,3728.94,SAR,PayPal,Subscription,2025-05-20T15:03:50Z,Jordan,Amman,TechZone Electronics,Pending
TXN202504170534,ACC24758364,CUST46925510997398130282440606715414776611094134,295.41,SAR,Debit Card,Subscription,2025-05-20T15:04:00Z,India,Mumbai,MegaMart,Completed
TXN202504170535,ACC61616855,CUST37913033352383595250131133881617797711413739,242.74,EUR,Debit Card,Mobile Payment,2025-05-20T15:04:10Z,Germany,Berlin,DigitalStore,Cancelled
TXN202504170536,ACC18447684,CUST48528917072589474214559669633883612194528667,1661.17,SAR,Bank Transfer,Online Purchase,2025-05-20T15:04:20Z,Jordan,Amman,GlobalShop,Pending
TXN202504170537,ACC34822959,CUST48934573695172708717287683467898471024389635,3873.89,SAR,Credit Card,In-store Purchase,2025-05-20T15:04:30Z,USA,New York,DigitalStore,Completed
TXN202504170538,ACC40032318,CUST01302260178968365680947324232886813243742589,4679.03,EGP,Credit Card,Online Purchase,2025-05-20T15:04:40Z,India,Mumbai,MegaMart,Pending
TXN202504170539,ACC24717867,CUST51243767399808162628694463510232502682209342,4499.95,JOD,Bank Transfer,Online Purchase,2025-05-20T15:04:50Z,India,Mumbai,QuickBuy,Cancelled
TXN202504170540,ACC14047562,CUST24844024851999427072640306434989126593648056,1817.74,SAR,Credit Card,Subscription,2025-05-20T15:05:00Z,India,Mumbai,DigitalStore,Completed
TXN202504170541,ACC13153682,CUST19300647622256960528239432940956858615754074,1243.03,SAR,Credit Card,Online Purchase,2025-05-20T15:05:10Z,UAE,Dubai,eMarket,Cancelled
TXN202504170542,ACC63489925,CUST39218775189061664659585303925716106062785726,4447.89,JOD,Debit Card,Mobile Payment,2025-05-20T15:05:20Z,Jordan,Amman,eMarket,Cancelled
TXN202504170543,ACC61585686,CUST70132335549971426274238629556755756902103855,2031.56,SAR,PayPal,Online Purchase,2025-05-20T15:05:30Z,Germany,Berlin,TechZone Electronics,Completed
TXN202504170544,ACC49127989,CUST19063068523466395190343775620478800686251486,3390.1,JOD,Bank Transfer,Mobile Payment,2025-05-20T15:05:40Z,UAE,Dubai,TechZone Electronics,Failed
TXN202504170545,ACC71124752,CUST13921789969203501068994953550155751200602393,3137.5,SAR,Bank Transfer,Online Purchase,2025-05-20T15:05:50Z,UAE,Dubai,GlobalShop,Pending
TXN202504170546,ACC96835623,CUST17226107497406152019752749679346066380324033,1797.15,EUR,Bank Transfer,Subscription,2025-05-20T15:06:00Z,Germany,Berlin,TechZone Electronics,Cancelled
TXN202504170547,ACC99591605,CUST62439473013862587930804729566012510596173687,3052.5,SAR,Credit Card,Mobile Payment,2025-05-20T15:06:10Z,Germany,Berlin,eMarket,Pending
TXN202504170548,ACC76104584,CUST70394403543823675562595391371184297274410678,3547.75,EGP,Debit Card,Subscription,2025-05-20T15:06:20Z,Germany,Berlin,QuickBuy,Cancelled
TXN202504170549,ACC44969313,CUST14464622196967481157433393749073042574844275,2666.07,JOD,Bank Transfer,In-store Purchase,2025-05-20T15:06:30Z,Egypt,Cairo,MegaMart,Failed
TXN202504170550,ACC37212254,CUST08532256738427999096070432084838365710733798,999.0,JOD,PayPal,Mobile Payment,2025-05-20T15:06:40Z,Egypt,Cairo,DigitalStore,Cancelled
TXN202504170551,ACC41149527,CUST32895489763316995279870385368975568094656083,3659.07,JOD,PayPal,Subscription,2025-05-20T15:06:50Z,Egypt,Cairo,GlobalShop,Failed
TXN202504170552,ACC63728138,CUST75283899901450960149903649132847173118769369,4804.05,EGP,PayPal,Subscription,2025-05-20T15:07:00Z,Jordan,Amman,QuickBuy,Completed
TXN202504170553,ACC45259018,CUST26944128416546685855216603969815273816637055,2055.18,SAR,PayPal,In-store Purchase,2025-05-20T15:07:10Z,Egypt,Cairo,GlobalShop,Pending
TXN202504170554,ACC19009101,CUST23812639790950819739963251369057907027441169,256.27,JOD,PayPal,In-store Purchase,2025-05-20T15:07:20Z,UAE,Dubai,GlobalShop,Failed
TXN202504170555,ACC37957709,CUST30279750779603084926991034682448844344812647,2472.26,SAR,Debit Card,In-store Purchase,2025-05-20T15:07:30Z,India,Mumbai,TechZone Electronics,Pending
TXN202504170556,ACC81359721,CUST25895080705688360291351238417739263570445179,3925.66,JOD,Credit Card,Mobile Payment,2025-05-20T15:07:40Z,Egypt,Cairo,MegaMart,Failed
TXN202504170557,ACC35055974,CUST45621282355536703870723026889288235547670496,1127.97,JOD,Credit Card,In-store Purchase,2025-05-20T15:07:50Z,Egypt,Cairo,GlobalShop,Cancelled
TXN202504170558,ACC63028355,CUST25846258868851884496842407373916130328798003,1533.64,JOD,Credit Card,In-store Purchase,2025-05-20T15:08:00Z,India,Mumbai,TechZone Electronics,Completed
TXN202504170559,ACC67069908,CUST54384292709096497362515916321548459995646848,2669.33,JOD,PayPal,Subscription,2025-05-20T15:08:10Z,Egypt,Cairo,MegaMart,Pending
TXN202504170560,ACC63888005,CUST20540658684050143700617276067523414720199876,1123.77,EUR,Bank Transfer,Mobile Payment,2025-05-20T15:08:20Z,Jordan,Amman,MegaMart,Cancelled
TXN202504170561,ACC69850992,CUST37973126338061085295517195226934372846307458,551.51,SAR,Debit Card,Mobile Payment,2025-05-20T15:08:30Z,India,Mumbai,QuickBuy,Cancelled
TXN202504170562,ACC26717194,CUST40004245711510833149988217624592327402467219,1559.42,JOD,Credit Card,Subscription,2025-05-20T15:08:40Z,Egypt,Cairo,MegaMart,Cancelled
TXN202504170563,ACC48310425,CUST58034728273396049506559349604689539981243954,2612.33,EGP,Bank Transfer,Mobile Payment,2025-05-20T15:08:50Z,UAE,Dubai,GlobalShop,Failed
TXN202504170564,ACC28212508,CUST54622168278909336141894622528181568674175488,1729.35,EUR,Credit Card,In-store Purchase,2025-05-20T15:09:00Z,Egypt,Cairo,QuickBuy,Pending
TXN202504170565,ACC54974231,CUST39459287866411059929357254879742844125118492,1476.23,SAR,Bank Transfer,Online Purchase,2025-05-20T15:09:10Z,USA,New York,TechZone Electronics,Cancelled
TXN202504170566,ACC97132202,CUST40714104997195992116089461809848893239901030,3924.2,JOD,Credit Card,Mobile Payment,2025-05-20T15:09:20Z,Jordan,Amman,DigitalStore,Completed
TXN202504170567,ACC40373806,CUST96958708158811049372144866501122354371736756,1439.27,EGP,PayPal,Subscription,2025-05-20T15:09:30Z,Egypt,Cairo,MegaMart,Failed
TXN202504170568,ACC91324937,CUST92207940696568376698246201430965071401597251,98.83,JOD,PayPal,Online Purchase,2025-05-20T15:09:40Z,India,Mumbai,MegaMart,Cancelled
TXN202504170569,ACC30753271,CUST50558624260613220041379172641811157871362642,4193.32,USD,Credit Card,Subscription,2025-05-20T15:09:50Z,Germany,Berlin,MegaMart,Cancelled
TXN202504170570,ACC54627612,CUST12520283799228396740972344028459870064947347,2290.73,JOD,Bank Transfer,Mobile Payment,2025-05-20T15:10:00Z,India,Mumbai,MegaMart,Failed
TXN202504170571,ACC94152487,CUST58578783151748648739481124699928622917493840,494.7,EGP,Bank Transfer,Subscription,2025-05-20T15:10:10Z,Egypt,Cairo,MegaMart,Completed
TXN202504170572,ACC79625109,CUST24068304080123898743386282679380638362007130,40.99,USD,PayPal,In-store Purchase,2025-05-20T15:10:20Z,Jordan,Amman,MegaMart,Cancelled
TXN202504170573,ACC53501584,CUST09945600492813656989642127886519494793781623,4244.4,EUR,PayPal,In-store Purchase,2025-05-20T15:10:30Z,Jordan,Amman,GlobalShop,Completed
TXN202504170574,ACC46664505,CUST50232867116957833567600006281216685215439890,3031.31,JOD,Debit Card,Online Purchase,2025-05-20T15:10:40Z,Jordan,Amman,DigitalStore,Cancelled
TXN202504170575,ACC81558981,CUST91947229509351777019106409480702986494345916,1033.92,SAR,PayPal,Mobile Payment,2025-05-20T15:10:50Z,UAE,Dubai,GlobalShop,Cancelled
TXN202504170576,ACC48270978,CUST27215099175652464179117739263972200849255943,525.21,EGP,Credit Card,In-store Purchase,2025-05-20T15:11:00Z,USA,New York,DigitalStore,Completed
TXN202504170577,ACC84876440,CUST36663195209287847497256324226015802288802884,4589.65,USD,Debit Card,Subscription,2025-05-20T15:11:10Z,Egypt,Cairo,eMarket,Pending
TXN202504170578,ACC22304824,CUST22233857674653055744156051818377071618731791,3655.71,USD,Debit Card,Subscription,2025-05-20T15:11:20Z,USA,New York,QuickBuy,Completed
TXN202504170579,ACC52126492,CUST92314444184223737329146292420927041208078661,4294.9,JOD,Debit Card,Subscription,2025-05-20T15:11:30Z,India,Mumbai,GlobalShop,Completed
