transaction_id,account_number,customer_id,amount,currency,payment_method,payment_type,transaction_date,country,city,merchant_name,status
TXN202505121064,ACC82097631,CUST36697195156699027022920129837313207715,1957.69,EGP,CreditCard,Mobile Payment,2025-05-12T11:28:40Z,Egypt,Cairo,DigitalStore,Completed
TXN202505121065,ACC30870728,CUST333620176210831104726327721148833975179,1133.62,EUR,DebitCard,Mobile Payment,2025-05-12T11:28:45Z,Egypt,Cairo,DigitalStore,Cancelled
TXN202505121066,ACC50919921,CUST204035186640687617275739630027624436383,1052.87,USD,CreditCard,Online Purchase,2025-05-12T11:28:50Z,Egypt,Cairo,eBay,Cancelled
TXN202505121067,ACC29972777,CUST98256440308571642624304518051978189163,22.41,USD,Cash,Subscription,2025-05-12T11:28:55Z,Germany,Berlin,Walmart,Completed
TXN202505121068,ACC91425626,CUST203154267856057247687781308205181354977,545.59,USD,PayPal,Subscription,2025-05-12T11:29:00Z,Egypt,Cairo,Carrefour,Completed
TXN202505121069,ACC43878788,CUST203601641785634497342144891572521842460,58.86,EUR,PayPal,Online Purchase,2025-05-12T11:29:05Z,Germany,Berlin,eBay,Pending
TXN202505121070,ACC17635920,CUST333620176210831104726327721148833975179,666.29,AED,Cash,Subscription,2025-05-12T11:29:10Z,Germany,Berlin,Amazon,Completed
TXN202505121071,ACC73492679,CUST106819613324283388710350164975174872386,1879.27,USD,CreditCard,Online Purchase,2025-05-12T11:29:15Z,UAE,Dubai,Amazon,Pending
TXN202505121072,ACC42676575,CUST328831569523420234198124080826549887988,568.42,EUR,PayPal,POS,2025-05-12T11:29:20Z,USA,New York,Walmart,Completed
TXN202505121073,ACC43261707,CUST285577197567938366664530353289552912178,1974.22,EUR,CreditCard,Subscription,2025-05-12T11:29:25Z,UAE,Dubai,Apple,Completed
TXN202505121074,ACC30631991,CUST81095253971700136411423583414220162216,2548.09,AED,PayPal,Online Purchase,2025-05-12T11:29:30Z,Egypt,Cairo,Netflix,Completed
TXN202505121075,ACC24712390,CUST333620176210831104726327721148833975179,3840.64,EGP,Cash,Subscription,2025-05-12T11:29:35Z,USA,New York,QuickBuy,Completed
TXN202505121076,ACC51977489,CUST281043743609155484461478328966609972141,2208.3,EGP,DebitCard,Online Purchase,2025-05-12T11:29:40Z,USA,New York,Walmart,Pending
TXN202505121077,ACC76783044,CUST260891525990560878853783872790128971588,2675.13,EGP,Cash,Mobile Payment,2025-05-12T11:29:45Z,Germany,Berlin,eBay,Cancelled
TXN202505121078,ACC20499410,CUST71721635929854501763915523594004081546,3464.37,USD,CreditCard,POS,2025-05-12T11:29:50Z,UAE,Dubai,eBay,Cancelled
TXN202505121079,ACC79625097,CUST319434232672019315853838748738262672179,124.44,AED,CreditCard,Subscription,2025-05-12T11:29:55Z,UAE,Dubai,DigitalStore,Pending
TXN202505121080,ACC64170546,CUST333620176210831104726327721148833975179,4072.2,EGP,DebitCard,Mobile Payment,2025-05-12T11:30:00Z,UAE,Dubai,Amazon,Pending
TXN202505121081,ACC98242640,CUST133263605557874012913875461868819084666,3441.55,EUR,CreditCard,Mobile Payment,2025-05-12T11:30:05Z,UAE,Dubai,Walmart,Cancelled
TXN202505121082,ACC33134393,CUST150324534233565489927357671979486316476,3133.26,EGP,PayPal,POS,2025-05-12T11:30:10Z,UAE,Dubai,Apple,Completed
TXN202505121083,ACC39523132,CUST115699183046934657894175437146802234190,4397.68,EGP,PayPal,Mobile Payment,2025-05-12T11:30:15Z,Germany,Berlin,Amazon,Pending
TXN202505121084,ACC43476547,CUST207558164342069761625056452032065322398,4638.22,USD,Cash,Online Purchase,2025-05-12T11:30:20Z,Germany,Berlin,eBay,Cancelled
TXN202505121085,ACC56124199,CUST333620176210831104726327721148833975179,1193.08,AED,PayPal,Online Purchase,2025-05-12T11:30:25Z,UAE,Dubai,Apple,Pending
TXN202505121086,ACC16974487,CUST81095253971700136411423583414220162216,2642.79,AED,PayPal,POS,2025-05-12T11:30:30Z,USA,New York,Apple,Cancelled
TXN202505121087,ACC67139422,CUST27212312953779853812001329568581165066,4986.06,EGP,PayPal,Mobile Payment,2025-05-12T11:30:35Z,Germany,Berlin,Amazon,Pending
TXN202505121088,ACC70088637,CUST66195368643600922931139585519760053693,2158.65,USD,DebitCard,Subscription,2025-05-12T11:30:40Z,Egypt,Cairo,Walmart,Completed
TXN202505121089,ACC13010555,CUST36681535117413249627573990390097572852,98.78,EUR,Cash,Subscription,2025-05-12T11:30:45Z,UAE,Dubai,Carrefour,Completed
TXN202505121090,ACC98348414,CUST333620176210831104726327721148833975179,1050.83,EGP,DebitCard,Subscription,2025-05-12T11:30:50Z,Germany,Berlin,QuickBuy,Pending
TXN202505121091,ACC90375548,CUST192631238038600058640212841410827608421,1024.86,USD,DebitCard,POS,2025-05-12T11:30:55Z,USA,New York,QuickBuy,Pending
TXN202505121092,ACC31759831,CUST223908462131269987455783942216571606159,3557.85,EUR,PayPal,Online Purchase,2025-05-12T11:31:00Z,UAE,Dubai,Amazon,Pending
TXN202505121093,ACC37793089,CUST240530189831562938813699409766631275632,3405.49,EUR,PayPal,POS,2025-05-12T11:31:05Z,UAE,Dubai,DigitalStore,Completed
TXN202505121094,ACC72278729,CUST89219390567230209452347506632527624121,2660.78,AED,DebitCard,Subscription,2025-05-12T11:31:10Z,Egypt,Cairo,Carrefour,Cancelled
TXN202505121095,ACC98007966,CUST333620176210831104726327721148833975179,3461.65,EGP,CreditCard,Online Purchase,2025-05-12T11:31:15Z,Egypt,Cairo,Apple,Completed
TXN202505121096,ACC97236102,CUST204733682863161541988890127078319978055,3454.29,EUR,PayPal,Online Purchase,2025-05-12T11:31:20Z,USA,New York,Amazon,Pending
TXN202505121097,ACC30778058,CUST203154267856057247687781308205181354977,3514.37,AED,CreditCard,Subscription,2025-05-12T11:31:25Z,USA,New York,Apple,Cancelled
TXN202505121098,ACC22746014,CUST204733682863161541988890127078319978055,4561.05,EUR,PayPal,Mobile Payment,2025-05-12T11:31:30Z,UAE,Dubai,Walmart,Pending
TXN202505121099,ACC94037710,CUST87546352583299792015146190499418144852,1784.03,EGP,CreditCard,Subscription,2025-05-12T11:31:35Z,Egypt,Cairo,Apple,Completed
TXN202505121100,ACC67736256,CUST333620176210831104726327721148833975179,3909.94,USD,PayPal,Online Purchase,2025-05-12T11:31:40Z,Germany,Berlin,Walmart,Cancelled
TXN202505121101,ACC58190454,CUST15402238544151701151244992274655444397,888.56,EUR,PayPal,Online Purchase,2025-05-12T11:31:45Z,USA,New York,Walmart,Cancelled
TXN202505121102,ACC68219348,CUST9239261441678578408195247017541709530,33.49,USD,DebitCard,Mobile Payment,2025-05-12T11:31:50Z,USA,New York,DigitalStore,Cancelled
TXN202505121103,ACC22305890,CUST90762244950186547412154427860656646921,4831.4,USD,PayPal,POS,2025-05-12T11:31:55Z,Germany,Berlin,Carrefour,Cancelled
TXN202505121104,ACC95018769,CUST87546352583299792015146190499418144852,3953.58,EGP,Cash,Mobile Payment,2025-05-12T11:32:00Z,Germany,Berlin,Amazon,Pending
TXN202505121105,ACC92167204,CUST333620176210831104726327721148833975179,2089.43,EUR,CreditCard,Online Purchase,2025-05-12T11:32:05Z,Egypt,Cairo,eBay,Completed
TXN202505121106,ACC71294562,CUST192631238038600058640212841410827608421,4682.73,USD,Cash,POS,2025-05-12T11:32:10Z,UAE,Dubai,Apple,Cancelled
TXN202505121107,ACC61906194,CUST104030131387983679592865510179479410637,2125.69,USD,CreditCard,POS,2025-05-12T11:32:15Z,Germany,Berlin,Amazon,Completed
TXN202505121108,ACC70075089,CUST76421846101488282090214538248780900232,242.93,USD,Cash,POS,2025-05-12T11:32:20Z,Egypt,Cairo,QuickBuy,Cancelled
TXN202505121109,ACC19168086,CUST177434496909907153512899724883019450242,4633.0,EGP,Cash,Mobile Payment,2025-05-12T11:32:25Z,Egypt,Cairo,DigitalStore,Completed
TXN202505121110,ACC83689879,CUST333620176210831104726327721148833975179,2923.45,EGP,CreditCard,POS,2025-05-12T11:32:30Z,USA,New York,Carrefour,Pending
TXN202505121111,ACC42952435,CUST287562380539522774859584348079587263077,3811.04,USD,Cash,Mobile Payment,2025-05-12T11:32:35Z,Egypt,Cairo,eBay,Pending
TXN202505121112,ACC87030534,CUST156667368166506187303467525406068165666,1050.06,EUR,CreditCard,Subscription,2025-05-12T11:32:40Z,UAE,Dubai,QuickBuy,Cancelled
TXN202505121113,ACC91066026,CUST257242719244557157817912071798146278485,491.25,AED,DebitCard,Online Purchase,2025-05-12T11:32:45Z,UAE,Dubai,QuickBuy,Cancelled
TXN202505121114,ACC16660277,CUST150324534233565489927357671979486316476,4162.43,EGP,PayPal,Subscription,2025-05-12T11:32:50Z,UAE,Dubai,Netflix,Completed
TXN202505121115,ACC58638815,CUST333620176210831104726327721148833975179,1639.15,EUR,PayPal,Subscription,2025-05-12T11:32:55Z,Germany,Berlin,Apple,Completed
TXN202505121116,ACC59878327,CUST9239261441678578408195247017541709530,3146.44,AED,PayPal,POS,2025-05-12T11:33:00Z,Egypt,Cairo,DigitalStore,Pending
TXN202505121117,ACC93404963,CUST90762244950186547412154427860656646921,33.26,EGP,PayPal,Subscription,2025-05-12T11:33:05Z,Egypt,Cairo,Walmart,Completed
TXN202505121118,ACC43771406,CUST81022167948927650846998316310428391656,3652.98,EUR,Cash,Mobile Payment,2025-05-12T11:33:10Z,Germany,Berlin,Apple,Pending
TXN202505121119,ACC48699771,CUST47022733794238672543640327092072202710,2181.62,AED,CreditCard,Subscription,2025-05-12T11:33:15Z,UAE,Dubai,QuickBuy,Pending
TXN202505121120,ACC99437674,CUST333620176210831104726327721148833975179,2681.64,USD,Cash,Subscription,2025-05-12T11:33:20Z,UAE,Dubai,QuickBuy,Completed
TXN202505121121,ACC28057837,CUST150324534233565489927357671979486316476,2731.64,AED,DebitCard,POS,2025-05-12T11:33:25Z,Egypt,Cairo,Apple,Cancelled
TXN202505121122,ACC11579945,CUST66195368643600922931139585519760053693,1797.04,USD,Cash,Online Purchase,2025-05-12T11:33:30Z,Germany,Berlin,Carrefour,Cancelled
TXN202505121123,ACC55162143,CUST22660954202803716029333238196805966345,1026.68,EUR,Cash,Online Purchase,2025-05-12T11:33:35Z,USA,New York,Apple,Pending
TXN202505121124,ACC99243726,CUST64865140672940579043102388613281800489,3708.97,EUR,Cash,POS,2025-05-12T11:33:40Z,Germany,Berlin,Carrefour,Pending
TXN202505121125,ACC66491024,CUST333620176210831104726327721148833975179,752.88,USD,DebitCard,Online Purchase,2025-05-12T11:33:45Z,USA,New York,Apple,Cancelled
TXN202505121126,ACC28895128,CUST252139722657156600486057353112915947890,1564.09,EGP,DebitCard,Online Purchase,2025-05-12T11:33:50Z,Germany,Berlin,Amazon,Completed
TXN202505121127,ACC79798391,CUST140273705531473532802205298502630970919,2819.85,USD,Cash,POS,2025-05-12T11:33:55Z,USA,New York,Netflix,Completed
TXN202505121128,ACC86869446,CUST174785069734538588987580149610183591545,3170.81,EUR,CreditCard,Mobile Payment,2025-05-12T11:34:00Z,Egypt,Cairo,QuickBuy,Pending
TXN202505121129,ACC89527623,CUST259345764183809141806830443925360135351,1925.04,AED,PayPal,Mobile Payment,2025-05-12T11:34:05Z,UAE,Dubai,Carrefour,Completed
TXN202505121130,ACC43120618,CUST333620176210831104726327721148833975179,2002.47,USD,Cash,Subscription,2025-05-12T11:34:10Z,Egypt,Cairo,Apple,Cancelled
TXN202505121131,ACC20399665,CUST138414752689481705436006012858657628704,4713.01,USD,DebitCard,Mobile Payment,2025-05-12T11:34:15Z,Egypt,Cairo,eBay,Cancelled
TXN202505121132,ACC92071325,CUST206708710558444052801231888525906734704,1617.16,EUR,Cash,Subscription,2025-05-12T11:34:20Z,Egypt,Cairo,Carrefour,Cancelled
TXN202505121133,ACC11647441,CUST148271803503420219596300862710675606674,3069.38,EGP,PayPal,Mobile Payment,2025-05-12T11:34:25Z,Egypt,Cairo,Amazon,Pending
TXN202505121134,ACC49982122,CUST290037014304677401236742726070412438861,3196.84,EGP,CreditCard,Online Purchase,2025-05-12T11:34:30Z,UAE,Dubai,Netflix,Completed
TXN202505121135,ACC30869136,CUST333620176210831104726327721148833975179,3385.39,USD,Cash,POS,2025-05-12T11:34:35Z,Germany,Berlin,Apple,Pending
TXN202505121136,ACC73859840,CUST62325436150365916689850547830606136358,474.18,EGP,Cash,Online Purchase,2025-05-12T11:34:40Z,USA,New York,Walmart,Cancelled
TXN202505121137,ACC46634122,CUST87546352583299792015146190499418144852,599.35,USD,CreditCard,Online Purchase,2025-05-12T11:34:45Z,UAE,Dubai,Apple,Cancelled
TXN202505121138,ACC16353595,CUST8011811442655679324305209319179290798,487.11,AED,DebitCard,Mobile Payment,2025-05-12T11:34:50Z,USA,New York,QuickBuy,Pending
TXN202505121139,ACC12913784,CUST76421846101488282090214538248780900232,1606.09,EUR,Cash,Online Purchase,2025-05-12T11:34:55Z,Egypt,Cairo,Carrefour,Cancelled
TXN202505121140,ACC73654253,CUST333620176210831104726327721148833975179,1940.06,EUR,DebitCard,Subscription,2025-05-12T11:35:00Z,UAE,Dubai,Carrefour,Cancelled
TXN202505121141,ACC15082105,CUST27212312953779853812001329568581165066,2916.92,AED,Cash,Mobile Payment,2025-05-12T11:35:05Z,UAE,Dubai,Carrefour,Pending
TXN202505121142,ACC96939443,CUST87738211661428123554186732600783757434,970.99,USD,DebitCard,POS,2025-05-12T11:35:10Z,USA,New York,DigitalStore,Cancelled
TXN202505121143,ACC22333400,CUST71721635929854501763915523594004081546,81.82,USD,PayPal,Subscription,2025-05-12T11:35:15Z,USA,New York,Apple,Pending
TXN202505121144,ACC69841047,CUST246654374240647226312171061192607027324,1831.67,USD,DebitCard,Online Purchase,2025-05-12T11:35:20Z,UAE,Dubai,Carrefour,Pending
TXN202505121145,ACC48703542,CUST333620176210831104726327721148833975179,318.04,USD,CreditCard,Online Purchase,2025-05-12T11:35:25Z,Egypt,Cairo,QuickBuy,Cancelled
TXN202505121146,ACC50752630,CUST251727907889007393697169127365870783683,783.62,EGP,PayPal,Mobile Payment,2025-05-12T11:35:30Z,UAE,Dubai,Carrefour,Completed
TXN202505121147,ACC52983697,CUST252139722657156600486057353112915947890,2324.89,USD,CreditCard,Subscription,2025-05-12T11:35:35Z,Germany,Berlin,Carrefour,Pending
TXN202505121148,ACC12077730,CUST23201754423621628719094765351501962484,1216.61,USD,PayPal,Mobile Payment,2025-05-12T11:35:40Z,Egypt,Cairo,eBay,Pending
TXN202505121149,ACC83587222,CUST145695418537027669833973675160682427362,1089.53,EUR,CreditCard,Subscription,2025-05-12T11:35:45Z,Germany,Berlin,Apple,Completed
TXN202505121150,ACC99592914,CUST333620176210831104726327721148833975179,2478.33,EUR,PayPal,Online Purchase,2025-05-12T11:35:50Z,UAE,Dubai,QuickBuy,Cancelled
TXN202505121151,ACC85114834,CUST191557693096568346874556711957682067208,2402.46,EUR,CreditCard,POS,2025-05-12T11:35:55Z,UAE,Dubai,Walmart,Pending
TXN202505121152,ACC50922801,CUST83755473209755515850848449075246665034,4444.66,EGP,Cash,Online Purchase,2025-05-12T11:36:00Z,Egypt,Cairo,QuickBuy,Pending
TXN202505121153,ACC24542756,CUST71721635929854501763915523594004081546,3798.11,EUR,DebitCard,POS,2025-05-12T11:36:05Z,Germany,Berlin,Apple,Completed
TXN202505121154,ACC12354743,CUST8011811442655679324305209319179290798,3845.2,AED,Cash,POS,2025-05-12T11:36:10Z,UAE,Dubai,DigitalStore,Pending
TXN202505121155,ACC66455664,CUST333620176210831104726327721148833975179,656.15,EUR,Cash,Mobile Payment,2025-05-12T11:36:15Z,Germany,Berlin,Walmart,Pending
TXN202505121156,ACC61870614,CUST109311705500152489273796924913114507608,2995.54,USD,PayPal,Subscription,2025-05-12T11:36:20Z,Germany,Berlin,Netflix,Cancelled
TXN202505121157,ACC13532343,CUST252139722657156600486057353112915947890,4031.72,USD,PayPal,Subscription,2025-05-12T11:36:25Z,Egypt,Cairo,Amazon,Cancelled
TXN202505121158,ACC27169132,CUST68086071343199966454584873547556507645,762.28,EGP,Cash,Online Purchase,2025-05-12T11:36:30Z,Egypt,Cairo,QuickBuy,Pending
TXN202505121159,ACC28565387,CUST119574784304005297251506055636020828763,4395.97,EGP,Cash,POS,2025-05-12T11:36:35Z,Egypt,Cairo,Amazon,Pending
TXN202505121160,ACC18926866,CUST333620176210831104726327721148833975179,789.44,EUR,Cash,POS,2025-05-12T11:36:40Z,Egypt,Cairo,Amazon,Completed
TXN202505121161,ACC54019012,CUST113494054247906997148490423972145052674,3421.1,EGP,PayPal,POS,2025-05-12T11:36:45Z,Germany,Berlin,QuickBuy,Cancelled
TXN202505121162,ACC69779815,CUST293976141921993353649939699050996614504,100.14,EGP,CreditCard,Online Purchase,2025-05-12T11:36:50Z,Egypt,Cairo,eBay,Cancelled
TXN202505121163,ACC70391045,CUST281043743609155484461478328966609972141,2150.85,EGP,CreditCard,POS,2025-05-12T11:36:55Z,Egypt,Cairo,Apple,Completed
TXN202505121164,ACC44201676,CUST106819613324283388710350164975174872386,2149.85,USD,DebitCard,POS,2025-05-12T11:37:00Z,Egypt,Cairo,Carrefour,Pending
TXN202505121165,ACC44326865,CUST333620176210831104726327721148833975179,1549.61,USD,DebitCard,POS,2025-05-12T11:37:05Z,UAE,Dubai,QuickBuy,Completed
TXN202505121166,ACC59354166,CUST203154267856057247687781308205181354977,4631.77,EGP,DebitCard,Subscription,2025-05-12T11:37:10Z,Germany,Berlin,Carrefour,Pending
TXN202505121167,ACC77875837,CUST100848997980737203621178664354283594230,3843.95,AED,CreditCard,POS,2025-05-12T11:37:15Z,UAE,Dubai,eBay,Completed
TXN202505121168,ACC77353750,CUST140273705531473532802205298502630970919,4262.58,EUR,CreditCard,Mobile Payment,2025-05-12T11:37:20Z,Germany,Berlin,Carrefour,Completed
TXN202505121169,ACC43892291,CUST148271803503420219596300862710675606674,697.42,EUR,DebitCard,Online Purchase,2025-05-12T11:37:25Z,Egypt,Cairo,Netflix,Cancelled
TXN202505121170,ACC64051726,CUST333620176210831104726327721148833975179,3200.39,USD,DebitCard,Online Purchase,2025-05-12T11:37:30Z,Egypt,Cairo,Amazon,Pending
TXN202505121171,ACC37024172,CUST214146896750716037904103224137095538942,31.05,AED,PayPal,Mobile Payment,2025-05-12T11:37:35Z,USA,New York,DigitalStore,Pending
TXN202505121172,ACC19141721,CUST192631238038600058640212841410827608421,1164.77,AED,Cash,Subscription,2025-05-12T11:37:40Z,UAE,Dubai,eBay,Pending
TXN202505121173,ACC22189259,CUST76421846101488282090214538248780900232,372.7,AED,Cash,POS,2025-05-12T11:37:45Z,Egypt,Cairo,Apple,Pending
TXN202505121174,ACC46356986,CUST203601641785634497342144891572521842460,2850.0,AED,PayPal,Subscription,2025-05-12T11:37:50Z,USA,New York,eBay,Pending
TXN202505121175,ACC42721295,CUST333620176210831104726327721148833975179,4957.95,EUR,Cash,Subscription,2025-05-12T11:37:55Z,Egypt,Cairo,Walmart,Completed
TXN202505121176,ACC65758425,CUST319434232672019315853838748738262672179,3429.99,EGP,Cash,Online Purchase,2025-05-12T11:38:00Z,UAE,Dubai,Apple,Cancelled
TXN202505121177,ACC62494667,CUST333620176210831104726327721148833975179,2995.65,EGP,DebitCard,POS,2025-05-12T11:38:05Z,USA,New York,Walmart,Cancelled
TXN202505121178,ACC48018566,CUST281043743609155484461478328966609972141,3262.64,AED,Cash,Online Purchase,2025-05-12T11:38:10Z,USA,New York,Apple,Completed
TXN202505121179,ACC50659991,CUST260891525990560878853783872790128971588,1398.37,AED,PayPal,Subscription,2025-05-12T11:38:15Z,USA,New York,Apple,Pending
TXN202505121180,ACC13942017,CUST333620176210831104726327721148833975179,53.8,USD,DebitCard,Online Purchase,2025-05-12T11:38:20Z,USA,New York,eBay,Cancelled
TXN202505121181,ACC53176968,CUST317830621316605686986646520249677655779,2577.63,EGP,PayPal,Online Purchase,2025-05-12T11:38:25Z,Germany,Berlin,DigitalStore,Cancelled
TXN202505121182,ACC33252174,CUST108797526598747512783267850161782056358,4495.93,AED,PayPal,POS,2025-05-12T11:38:30Z,USA,New York,QuickBuy,Pending
TXN202505121183,ACC85507337,CUST83755473209755515850848449075246665034,3504.48,USD,PayPal,POS,2025-05-12T11:38:35Z,USA,New York,DigitalStore,Cancelled
TXN202505121184,ACC88001611,CUST64865140672940579043102388613281800489,1726.05,EGP,PayPal,Online Purchase,2025-05-12T11:38:40Z,Egypt,Cairo,Apple,Cancelled
TXN202505121185,ACC79086226,CUST333620176210831104726327721148833975179,1366.81,EUR,PayPal,POS,2025-05-12T11:38:45Z,USA,New York,Netflix,Pending
TXN202505121186,ACC89681388,CUST148135616557918275025078558754371163233,2906.39,AED,DebitCard,Online Purchase,2025-05-12T11:38:50Z,USA,New York,Carrefour,Pending
TXN202505121187,ACC61347282,CUST238521612287154569893422242780588377278,4060.72,AED,CreditCard,Subscription,2025-05-12T11:38:55Z,USA,New York,QuickBuy,Pending
TXN202505121188,ACC35223323,CUST36697195156699027022920129837313207715,3163.53,AED,DebitCard,POS,2025-05-12T11:39:00Z,Germany,Berlin,Carrefour,Pending
TXN202505121189,ACC30349366,CUST206708710558444052801231888525906734704,771.89,EUR,CreditCard,Online Purchase,2025-05-12T11:39:05Z,USA,New York,Amazon,Cancelled
TXN202505121190,ACC83122294,CUST333620176210831104726327721148833975179,3706.11,EGP,Cash,POS,2025-05-12T11:39:10Z,UAE,Dubai,eBay,Pending
TXN202505121191,ACC14691231,CUST252139722657156600486057353112915947890,3260.3,EUR,DebitCard,Subscription,2025-05-12T11:39:15Z,Germany,Berlin,Walmart,Cancelled
TXN202505121192,ACC21400522,CUST204733682863161541988890127078319978055,2045.54,EUR,Cash,Subscription,2025-05-12T11:39:20Z,Egypt,Cairo,QuickBuy,Completed
TXN202505121193,ACC10776674,CUST116440271693478247105885777280870577689,4458.18,USD,DebitCard,Mobile Payment,2025-05-12T11:39:25Z,UAE,Dubai,Carrefour,Pending
TXN202505121194,ACC43669262,CUST203154267856057247687781308205181354977,229.36,EUR,CreditCard,POS,2025-05-12T11:39:30Z,Germany,Berlin,Amazon,Pending
TXN202505121195,ACC69511430,CUST333620176210831104726327721148833975179,1048.52,AED,Cash,Online Purchase,2025-05-12T11:39:35Z,UAE,Dubai,Walmart,Pending
TXN202505121196,ACC42399615,CUST259345764183809141806830443925360135351,2828.6,AED,CreditCard,Online Purchase,2025-05-12T11:39:40Z,Germany,Berlin,Walmart,Pending
TXN202505121197,ACC94603041,CUST37648854355278832597147570063541047850,2474.57,EGP,CreditCard,Online Purchase,2025-05-12T11:39:45Z,UAE,Dubai,QuickBuy,Cancelled
TXN202505121198,ACC43758532,CUST71721635929854501763915523594004081546,2458.99,AED,PayPal,Online Purchase,2025-05-12T11:39:50Z,UAE,Dubai,Amazon,Pending
TXN202505121199,ACC56444204,CUST36697195156699027022920129837313207715,4528.81,USD,DebitCard,POS,2025-05-12T11:39:55Z,Germany,Berlin,DigitalStore,Pending
TXN202505121200,ACC19381304,CUST333620176210831104726327721148833975179,2502.14,USD,CreditCard,POS,2025-05-12T11:40:00Z,Germany,Berlin,Walmart,Pending
TXN202505121201,ACC50931418,CUST268012495934654436358438301427136623146,976.66,EUR,CreditCard,POS,2025-05-12T11:40:05Z,Germany,Berlin,Amazon,Completed
TXN202505121202,ACC23999672,CUST157646704410325706591379063078425588882,807.89,AED,DebitCard,Mobile Payment,2025-05-12T11:40:10Z,UAE,Dubai,DigitalStore,Completed
TXN202505121203,ACC10274916,CUST208345683169404825068763427264797936400,1720.46,USD,Cash,Mobile Payment,2025-05-12T11:40:15Z,UAE,Dubai,DigitalStore,Completed
TXN202505121204,ACC91426192,CUST157646704410325706591379063078425588882,1919.08,USD,CreditCard,POS,2025-05-12T11:40:20Z,Egypt,Cairo,DigitalStore,Pending
TXN202505121205,ACC15604172,CUST333620176210831104726327721148833975179,973.82,USD,PayPal,Online Purchase,2025-05-12T11:40:25Z,Egypt,Cairo,Walmart,Completed
TXN202505121206,ACC99227074,CUST268012495934654436358438301427136623146,3770.47,AED,PayPal,POS,2025-05-12T11:40:30Z,USA,New York,Apple,Pending
TXN202505121207,ACC31252964,CUST83755473209755515850848449075246665034,3855.28,EUR,CreditCard,Mobile Payment,2025-05-12T11:40:35Z,USA,New York,Apple,Completed
TXN202505121208,ACC12131281,CUST223908462131269987455783942216571606159,3273.18,USD,DebitCard,POS,2025-05-12T11:40:40Z,USA,New York,Amazon,Cancelled
TXN202505121209,ACC85551318,CUST333620176210831104726327721148833975179,3860.69,EGP,CreditCard,Online Purchase,2025-05-12T11:40:45Z,Germany,Berlin,Apple,Completed
TXN202505121210,ACC71145892,CUST333620176210831104726327721148833975179,3423.71,EUR,CreditCard,Mobile Payment,2025-05-12T11:40:50Z,Egypt,Cairo,Amazon,Completed
TXN202505121211,ACC68613119,CUST268012495934654436358438301427136623146,4782.12,EUR,DebitCard,Online Purchase,2025-05-12T11:40:55Z,Germany,Berlin,QuickBuy,Completed
TXN202505121212,ACC22869660,CUST293976141921993353649939699050996614504,275.17,EGP,CreditCard,Mobile Payment,2025-05-12T11:41:00Z,Germany,Berlin,Apple,Cancelled
TXN202505121213,ACC72711771,CUST238521612287154569893422242780588377278,2802.18,USD,DebitCard,Subscription,2025-05-12T11:41:05Z,Germany,Berlin,Apple,Pending
TXN202505121214,ACC35034421,CUST289991132455881510188592003124332087632,3123.76,AED,CreditCard,Mobile Payment,2025-05-12T11:41:10Z,Egypt,Cairo,DigitalStore,Cancelled
TXN202505121215,ACC86547425,CUST333620176210831104726327721148833975179,4903.0,AED,CreditCard,Subscription,2025-05-12T11:41:15Z,UAE,Dubai,Carrefour,Pending
TXN202505121216,ACC38265744,CUST71559236905655398519693496149321816170,2643.09,EUR,PayPal,Mobile Payment,2025-05-12T11:41:20Z,Germany,Berlin,eBay,Completed
TXN202505121217,ACC64506685,CUST174785069734538588987580149610183591545,2638.88,USD,Cash,POS,2025-05-12T11:41:25Z,Germany,Berlin,Walmart,Pending
TXN202505121218,ACC10887296,CUST246654374240647226312171061192607027324,1462.49,USD,PayPal,Mobile Payment,2025-05-12T11:41:30Z,Egypt,Cairo,Walmart,Pending
TXN202505121219,ACC69827719,CUST207558164342069761625056452032065322398,1662.33,EGP,DebitCard,POS,2025-05-12T11:41:35Z,Germany,Berlin,Walmart,Completed
TXN202505121220,ACC84810621,CUST333620176210831104726327721148833975179,3150.62,USD,DebitCard,Online Purchase,2025-05-12T11:41:40Z,Germany,Berlin,Walmart,Pending
TXN202505121221,ACC60139148,CUST23201754423621628719094765351501962484,4563.29,EGP,Cash,Mobile Payment,2025-05-12T11:41:45Z,Germany,Berlin,QuickBuy,Pending
TXN202505121222,ACC57304694,CUST97389664224579445837239780102615940489,4604.07,USD,PayPal,Online Purchase,2025-05-12T11:41:50Z,USA,New York,Walmart,Cancelled
TXN202505121223,ACC81032361,CUST290037014304677401236742726070412438861,101.34,USD,DebitCard,Subscription,2025-05-12T11:41:55Z,USA,New York,eBay,Pending
TXN202505121224,ACC55403110,CUST71721635929854501763915523594004081546,976.05,EGP,CreditCard,POS,2025-05-12T11:42:00Z,Egypt,Cairo,Netflix,Completed
TXN202505121225,ACC23852215,CUST333620176210831104726327721148833975179,3852.02,EUR,CreditCard,Subscription,2025-05-12T11:42:05Z,UAE,Dubai,DigitalStore,Cancelled
TXN202505121226,ACC64939652,CUST206708710558444052801231888525906734704,1829.18,AED,PayPal,Online Purchase,2025-05-12T11:42:10Z,Egypt,Cairo,Amazon,Completed
TXN202505121227,ACC29238093,CUST9239261441678578408195247017541709530,1960.91,EGP,PayPal,Subscription,2025-05-12T11:42:15Z,Egypt,Cairo,Amazon,Cancelled
